t1,t2,cost,n_auto,n_manual,n_reject,appr_rate,manual_rate,reject_rate
0.05,0.6399999999999999,325448.0,110256,135712,40,0.44818054697408216,0.5516568566875873,0.0001625963383304608
0.05,0.6499999999999999,325448.0,110256,135712,40,0.44818054697408216,0.5516568566875873,0.0001625963383304608
0.05,0.6599999999999999,325448.0,110256,135735,17,0.44818054697408216,0.5517503495821274,6.910344379044584e-05
0.05,0.6699999999999999,325448.0,110256,135735,17,0.44818054697408216,0.5517503495821274,6.910344379044584e-05
0.05,0.6799999999999999,325448.0,110256,135735,17,0.44818054697408216,0.5517503495821274,6.910344379044584e-05
0.05,0.69,325448.0,110256,135735,17,0.44818054697408216,0.5517503495821274,6.910344379044584e-05
0.05,0.7,325448.0,110256,135735,17,0.44818054697408216,0.5517503495821274,6.910344379044584e-05
0.060000000000000005,0.2,325448.0,132121,93564,20323,0.5370597704139702,0.38032909498878087,0.08261113459724886
0.060000000000000005,0.21000000000000002,325448.0,132121,96040,17847,0.5370597704139702,0.3903938083314364,0.07254642125459335
0.060000000000000005,0.22,325448.0,132121,99749,14138,0.5370597704139702,0.40547055380312835,0.05746967578290137
0.060000000000000005,0.23,325448.0,132121,99749,14138,0.5370597704139702,0.40547055380312835,0.05746967578290137
